,,,,Overall,,,,,,,PP,,SH,,Defense,
Barclay Goodrow,TB,LW,70,8,18,26,-8,97,102,2,0,2,0,1,162,66
Riley Sheahan,EDM,C,66,8,7,15,-13,6,70,1,0,0,1,1,26,33
Alex Galchenyuk,MIN,RW,59,8,16,24,-5,16,86,0,2,5,0,0,52,17
Mattias Ekholm,NSH,D,68,8,25,33,-1,32,154,2,0,5,1,1,49,100
Filip Zadina,DET,LW,28,8,7,15,-13,2,60,1,4,3,0,0,11,10
Dominik Simon,PIT,C,64,7,15,22,-9,12,102,0,0,1,0,0,57,20
Ondrej Kase,BOS,RW,55,7,17,24,-7,14,144,0,0,2,1,0,13,17
Frederik Gauthier,TOR,C,61,7,5,12,-4,10,42,0,0,0,0,0,66,23
Marcus Sorensen,SJ,RW,66,7,11,18,-12,26,78,0,0,0,1,0,56,18
Jacob Trouba,NYR,D,70,7,20,27,-12,61,168,1,4,4,0,2,173,128
Brock McGinn,CAR,LW,68,7,10,17,-4,17,93,1,0,0,2,0,80,28
Antoine Roussel,VAN,LW,41,7,6,13,0,43,55,1,1,1,0,0,44,14
Jonathan Drouin,MON,C,27,7,8,15,-6,14,51,1,1,3,0,0,25,5
Alexander Steen,STL,LW,55,7,10,17,7,12,71,0,0,1,0,0,26,47
Drew Doughty,LA,D,67,7,28,35,-16,36,141,2,5,9,0,1,106,87
Joe Thornton,SJ,C,70,7,24,31,-19,34,76,1,3,5,0,0,20,29
P.K. Subban,NJ,D,68,7,11,18,-21,79,151,3,2,4,0,0,88,90
MacKenzie Weegar,FLA,D,45,7,11,18,6,33,77,1,0,0,0,0,76,71
Nicolas Deslauriers,ANH,LW,59,7,6,13,-1,92,64,1,0,0,0,0,137,32
Nicolas Aube-Kubel,PHI,C,36,7,8,15,1,19,48,1,2,1,0,0,82,16
Joel Edmundson,CAR,D,68,7,13,20,7,72,97,0,0,0,0,0,118,91
William Carrier,VGK,LW,71,7,12,19,0,39,99,1,0,0,0,0,213,11
Mathieu Perreault,WPG,C,49,7,8,15,-9,10,71,0,2,0,0,0,69,19
Eric Robinson,CLS,LW,50,7,5,12,10,12,69,3,0,0,0,0,79,15
Carson Soucy,MIN,D,55,7,7,14,16,18,61,1,0,0,1,0,69,50
Nic Dowd,WAS,C,56,7,8,15,11,28,52,1,0,0,3,0,117,26
Nate Schmidt,VGK,D,59,7,24,31,11,12,112,0,1,6,0,0,25,91
Mackenzie MacEachern,STL,LW,51,7,3,10,2,33,63,2,0,0,0,0,82,13
Stefan Noesen,SJ,C,40,7,2,9,-1,32,67,2,1,0,0,0,74,17
Mark Borowiecki,OTT,D,53,7,11,18,1,58,63,0,0,0,1,0,199,120
Kyle Clifford,TOR,LW,69,7,10,17,-7,68,110,0,0,0,0,0,133,15
Josh Leivo,VAN,LW,36,7,12,19,0,4,69,0,0,5,0,0,17,8
Sonny Milano,ANH,LW,55,7,16,23,-7,26,75,2,1,2,0,0,26,13
Cedric Paquette,TB,C,61,7,11,18,-1,42,78,0,0,0,1,1,175,49
Colin White,OTT,C,61,7,16,23,-12,39,83,0,1,3,0,0,47,30
Jack Hughes,NJ,C,61,7,14,21,-26,10,123,2,4,5,0,0,12,21
Dillon Dube,CGY,C,45,6,10,16,0,6,60,2,1,1,0,0,59,13
Trevor Moore,LA,LW,42,6,4,10,-4,6,60,0,0,0,0,1,60,17
Erik Gustafsson,CGY,D,66,6,23,29,-9,27,103,0,2,7,0,0,86,58
Sam Gagner,DET,C,42,6,7,13,-10,12,79,0,2,1,0,0,22,10
Trevor Lewis,LA,C,56,6,6,12,-7,16,92,1,0,0,0,0,68,22
Jujhar Khaira,EDM,C,64,6,4,10,-19,38,69,1,0,0,0,0,136,30
Austin Wagner,LA,LW,65,6,5,11,-5,39,124,0,0,0,0,0,145,19
Sammy Blais,STL,LW,40,6,7,13,-2,20,56,1,0,0,0,0,155,15
Brendan Lemieux,NYR,LW,59,6,12,18,-14,111,86,0,2,3,1,1,164,52
Devon Toews,NYI,D,68,6,22,28,1,16,122,1,1,5,0,0,55,75
Jaccob Slavin,CAR,D,68,6,30,36,30,10,145,3,0,3,0,1,43,107
Seth Jones,CLS,D,56,6,24,30,10,20,126,0,2,7,0,1,62,123
Martin Frk,LA,RW,17,6,2,8,-1,4,26,1,1,0,0,0,14,3
Sam Lafferty,PIT,RW,50,6,7,13,5,23,56,1,0,0,0,0,95,17
Brian Boyle,FLA,C,39,6,9,15,-5,17,56,1,1,0,0,0,65,34
Erik Karlsson,SJ,D,56,6,34,40,-15,16,120,0,1,12,1,0,26,74
Colton Sceviour,FLA,RW,69,6,10,16,2,6,114,0,0,0,0,0,91,72
Chris Wagner,BOS,RW,67,6,4,10,-8,47,78,0,0,0,1,0,192,31
Blake Lizotte,LA,LW,65,6,17,23,-4,20,87,0,2,1,2,1,42,22
Christian Fischer,ARI,RW,56,6,3,9,2,16,83,1,0,0,0,0,140,22
Melker Karlsson,SJ,C,61,6,6,12,-7,20,56,0,0,0,0,0,38,39
Evan Rodrigues,PIT,C,45,6,4,10,-8,14,75,1,1,0,0,0,24,15
Jake Muzzin,TOR,D,53,6,17,23,12,40,99,1,0,0,0,1,109,110
Michael Frolik,BUF,LW,57,6,8,14,-12,28,70,1,0,0,2,1,32,22
Alexandre Texier,CLS,C,36,6,7,13,3,10,49,1,0,1,0,0,20,7
John Marino,PIT,D,56,6,20,26,17,20,61,0,1,3,0,0,72,77
Kevin Stenlund,CLS,C,32,6,4,10,2,8,57,1,3,2,0,0,19,22
Rasmus Ristolainen,BUF,D,69,6,27,33,-2,46,128,0,2,7,0,1,203,82
Sean Kuraly,BOS,C,69,6,17,23,-2,34,95,0,0,1,0,1,145,31
Michael Amadio,LA,C,68,6,10,16,-11,10,99,0,0,3,0,0,21,22
Neal Pionk,WPG,D,71,6,39,45,10,32,177,1,3,22,0,0,165,78
Austin Watson,NSH,LW,53,6,8,14,-9,65,50,1,0,0,0,2,131,48
Luke Glendening,DET,RW,60,6,3,9,-29,14,76,1,0,0,1,0,147,68
Mattias Janmark,DAL,C,62,6,15,21,-5,12,86,0,1,4,1,1,22,37
Zach Aston-Reese,PIT,C,57,6,7,13,6,28,98,0,0,0,1,0,136,30
Jesperi Kotkaniemi,MON,C,36,6,2,8,-11,23,55,0,1,1,0,0,51,16
Loui Eriksson,VAN,RW,49,6,7,13,-2,12,59,0,0,0,0,0,10,15
John Klingberg,DAL,D,58,6,26,32,-10,22,120,0,2,15,0,0,29,72
Matt Dumba,MIN,D,69,6,18,24,-7,41,167,1,1,7,0,1,98,88
Johan Larsson,BUF,C,62,6,12,18,8,26,60,0,0,0,0,0,85,31
Brad Richardson,ARI,C,59,6,5,11,1,20,76,3,0,0,1,1,77,44
Valtteri Filppula,DET,C,70,6,15,21,-42,24,63,0,1,4,1,0,28,31
Nick Holden,VGK,D,61,6,8,14,-1,13,101,0,1,0,0,1,129,74
Tyler Myers,VAN,D,68,6,15,21,-7,49,134,1,1,6,1,0,99,108
Thomas Chabot,OTT,D,71,6,33,39,-18,42,186,0,0,11,0,0,79,85
Sam Steel,ANH,C,65,6,16,22,-13,20,85,1,1,7,0,0,24,25
Dante Fabbro,NSH,D,64,5,6,11,-7,38,92,0,1,0,0,0,54,85
Rasmus Andersson,CGY,D,70,5,17,22,-7,57,124,0,0,4,0,0,51,83
Corey Perry,DAL,RW,57,5,16,21,-2,70,77,0,1,6,0,0,60,33
Greg McKegg,NYR,C,53,5,4,9,-2,17,40,0,0,0,1,1,69,24
Mark Jankowski,CGY,C,56,5,2,7,-12,14,38,0,0,0,0,0,14,33
Tim Schaller,LA,C,53,5,1,6,-14,14,49,0,0,0,1,0,51,28
Shayne Gostisbehere,PHI,D,42,5,7,12,-4,20,73,1,1,4,0,0,14,37
Erik Cernak,TB,D,67,5,7,12,11,59,125,1,0,0,0,0,172,97
Matt Martin,NYI,LW,55,5,3,8,-1,40,49,2,0,0,0,0,242,24
Troy Stecher,VAN,D,69,5,12,17,10,32,86,0,0,0,0,0,69,70
Maxime Comtois,ANH,LW,29,5,6,11,-4,24,32,0,2,1,0,0,61,8
Sean Walker,LA,D,70,5,19,24,-12,26,127,0,0,5,0,0,81,84
Nicolas Roy,VGK,C,28,5,5,10,3,8,42,1,1,0,0,0,39,7
Curtis Lazar,BUF,C,38,5,5,10,-3,9,33,0,0,0,0,1,70,24
Alexander Edler,VAN,D,59,5,28,33,13,62,118,1,1,6,0,0,108,162
Anton Stralman,FLA,D,69,5,14,19,-6,14,89,3,0,0,0,1,68,96
Bobby Ryan,OTT,RW,24,5,3,8,3,22,43,0,0,0,0,0,41,13
Vladislav Gavrikov,CLS,D,69,5,13,18,1,18,81,1,0,0,0,0,79,92
Noah Hanifin,CGY,D,70,5,17,22,-12,12,132,0,1,4,0,0,82,89
Cody Eakin,WPG,C,49,5,10,15,-3,16,61,1,0,1,0,0,49,16
Justin Faulk,STL,D,69,5,11,16,-3,32,147,1,1,2,0,1,82,76
Ethan Bear,EDM,D,71,5,16,21,-4,33,99,1,1,1,0,0,59,106
Cody Glass,VGK,C,39,5,7,12,-7,6,51,1,1,5,0,0,15,6
Mark Giordano,CGY,D,60,5,26,31,2,34,157,0,2,9,0,2,42,148
Oscar Klefbom,EDM,D,62,5,29,34,-17,24,159,0,2,16,0,0,45,180
Victor Rask,MIN,C,43,5,8,13,7,6,38,2,0,0,0,0,26,8
Brandon Montour,BUF,D,54,5,13,18,13,28,86,0,0,2,0,0,60,53
Aaron Ekblad,FLA,D,67,5,36,41,12,26,147,1,0,6,0,1,34,84
Mason Appleton,WPG,C,46,5,3,8,-9,20,55,0,0,0,1,0,20,12
Riley Nash,CLS,C,64,5,9,14,6,10,64,1,0,0,1,0,68,36
Josh Morrissey,WPG,D,65,5,26,31,1,24,120,0,1,11,0,0,34,59
Gaetan Haas,EDM,C,58,5,5,10,-1,6,54,0,0,1,0,0,58,28
Vinnie Hinostroza,ARI,C,68,5,17,22,1,14,132,0,0,1,0,1,51,26
Scott Mayfield,NYI,D,67,5,8,13,8,53,98,1,0,0,0,2,93,117
Keith Yandle,FLA,D,69,5,40,45,0,20,129,0,2,19,0,0,18,51
Zdeno Chara,BOS,D,68,5,9,14,26,60,86,2,0,0,0,0,78,101
Marc-Edouard Vlasic,SJ,D,70,5,10,15,-10,10,74,1,0,0,1,0,37,97
Connor Murphy,CHI,D,58,5,14,19,2,27,117,0,0,0,0,1,128,138
Sami Vatanen,CAR,D,47,5,18,23,-12,22,95,0,1,9,0,1,50,80
Tyson Barrie,TOR,D,70,5,34,39,-7,16,169,0,1,11,0,0,47,76
Darnell Nurse,EDM,D,71,5,28,33,-2,48,170,1,0,5,0,0,172,141
Devin Shore,CLS,C,45,5,7,12,-10,8,50,1,0,2,0,0,52,15
Alexander Wennberg,CLS,C,57,5,17,22,-5,16,72,1,1,4,0,0,21,31
Zack MacEwen,VAN,C,17,5,1,6,6,20,17,0,0,0,0,0,41,5
Dylan Gambrell,SJ,C,50,5,6,11,-8,17,43,1,0,1,0,0,40,29
Charlie McAvoy,BOS,D,67,5,27,32,24,41,101,1,1,1,0,1,131,131
Denis Malgin,TOR,C,44,4,8,12,-9,14,50,0,1,0,0,1,35,16
Casey Mittelstadt,BUF,C,31,4,5,9,-5,2,34,1,1,1,0,0,11,8
Nikolai Prokhorkin,LA,LW,43,4,10,14,-6,6,63,1,0,3,0,0,38,7
T.J. Brodie,CGY,D,64,4,15,19,7,36,65,1,0,1,0,0,20,87
Nikita Zadorov,COL,D,64,4,9,13,6,65,65,0,0,0,0,0,175,66
Brett Pesce,CAR,D,61,4,14,18,7,27,104,0,0,0,0,2,22,91
Adam Boqvist,CHI,D,41,4,9,13,-3,6,50,1,0,2,0,0,33,43
Brandon Carlo,BOS,D,67,4,15,19,16,33,111,0,0,0,0,0,126,76
Jesper Boqvist,NJ,C,35,4,0,4,-11,8,41,0,1,0,0,0,37,16
Troy Terry,ANH,C,47,4,11,15,-5,6,73,0,0,2,0,0,3,9
Victor Mete,MON,D,51,4,7,11,5,20,57,1,0,1,0,0,20,60
Tucker Poolman,WPG,D,57,4,12,16,-1,24,64,1,0,0,1,0,58,59
Dominic Toninato,FLA,LW,46,4,7,11,4,37,38,0,0,0,0,0,57,28
Joey Anderson,NJ,RW,18,4,2,6,1,2,21,0,0,0,0,0,16,6
Will Butcher,NJ,D,56,4,17,21,-8,6,62,1,0,1,0,0,31,75
Dmitry Orlov,WAS,D,69,4,23,27,5,36,105,2,1,4,0,1,106,82
Marco Scandella,STL,D,62,4,9,13,14,20,77,0,0,0,0,0,78,60
Matt Roy,LA,D,70,4,14,18,16,10,112,0,0,1,0,0,132,100
Caleb Jones,EDM,D,43,4,5,9,-1,10,38,1,0,1,0,0,33,46
Paul Byron,MON,C,29,4,6,10,5,4,29,0,0,0,1,0,42,18
Ian Cole,COL,D,65,4,22,26,21,36,92,1,0,0,0,0,83,122
Matt Grzelcyk,BOS,D,68,4,17,21,15,34,112,1,1,6,0,1,56,67
Travis Dermott,TOR,D,56,4,7,11,14,37,65,1,0,0,0,0,76,58
Brendan Guhle,ANH,D,30,4,4,8,-2,10,39,1,0,0,0,0,21,43
Mathieu Joseph,TB,RW,37,4,3,7,-2,16,35,0,0,0,0,1,47,10
Samuel Girard,COL,D,70,4,30,34,1,17,96,1,1,12,0,0,46,92
Rasmus Dahlin,BUF,D,59,4,36,40,-7,38,90,1,2,17,0,0,72,51
Alex Goligoski,ARI,D,70,4,28,32,8,24,101,0,2,9,0,0,91,134
Nathan Gerbe,CLS,LW,30,4,6,10,-7,22,55,0,0,0,0,0,46,8
Zack Smith,CHI,C,50,4,7,11,2,29,43,1,0,0,1,1,112,18
Olli Maatta,CHI,D,65,4,13,17,0,20,80,0,0,0,0,2,119,110
Michael Dal Colle,NYI,LW,53,4,6,10,-8,12,59,0,0,0,0,0,81,21
Haydn Fleury,CAR,D,45,4,10,14,-2,8,65,0,0,0,0,1,48,45
Leo Komarov,NYI,LW,48,4,10,14,2,10,46,1,0,0,0,1,123,29
Ben Hutton,LA,D,65,4,12,16,5,14,114,1,0,0,0,0,51,76
Dmytro Timashov,DET,LW,44,4,5,9,1,16,37,1,0,0,0,0,93,11
Philippe Myers,PHI,D,50,4,12,16,17,30,78,0,0,0,0,0,80,44
Henri Jokiharju,BUF,D,69,4,11,15,-6,32,78,0,1,1,0,0,74,63
Frans Nielsen,DET,C,60,4,5,9,-13,8,86,0,0,2,1,1,44,35
Tobias Rieder,CGY,RW,55,4,6,10,-12,6,77,0,0,0,1,1,30,26
Adam Lowry,WPG,LW,49,4,6,10,-4,23,68,1,0,0,1,1,137,22
Tyler Motte,VAN,C,34,4,4,8,-10,10,38,0,0,0,0,0,118,37
Joakim Nordstrom,BOS,C,48,4,3,7,-6,17,49,0,0,0,0,0,91,31
Erik Gudbranson,ANH,D,51,4,5,9,0,95,78,0,0,0,0,1,89,58
Jake Gardiner,CAR,D,68,4,20,24,-24,30,87,2,1,10,0,0,43,42
Nate Thompson,PHI,C,70,4,11,15,-1,30,67,1,0,0,0,1,118,50
Mikko Koivu,MIN,C,55,4,17,21,2,28,74,0,1,6,0,1,25,33
Jordan Kyrou,STL,RW,28,4,5,9,1,8,39,0,0,1,0,0,8,8
Kevin Rooney,NJ,C,49,4,5,9,8,20,59,0,0,0,2,1,64,32
Gabriel Vilardi,LA,C,10,3,4,7,0,4,19,0,1,1,0,0,1,4
Brendan Smith,NYR,D,62,3,5,8,-12,71,45,0,0,0,1,1,90,41
Nick Leddy,NYI,D,60,3,18,21,-1,14,72,0,1,3,0,0,62,72
Ross Johnston,NYI,LW,32,3,1,4,1,78,16,0,0,0,0,0,93,14
Ryan Carpenter,CHI,C,69,3,12,15,-6,28,80,0,0,0,1,2,117,48
Esa Lindell,DAL,D,69,3,20,23,5,12,98,2,1,6,0,3,89,127
Andrew Shaw,CHI,C,26,3,7,10,-4,33,46,0,1,1,0,0,74,9
Nick Shore,WPG,C,63,3,3,6,1,20,45,0,0,0,0,0,55,20
Erik Johnson,COL,D,59,3,13,16,9,20,99,1,0,0,0,0,97,115
Jack Johnson,PIT,D,67,3,8,11,-1,26,63,0,0,0,1,0,183,97
Justin Braun,PHI,D,62,3,16,19,-2,18,70,0,0,1,0,0,91,84
Justin Dowling,DAL,C,29,3,3,6,-3,8,29,1,0,0,0,0,25,12
Par Lindholm,BOS,C,40,3,3,6,6,4,35,1,0,0,0,0,23,26
Kurtis MacDermid,LA,D,45,3,5,8,-9,47,51,0,0,0,0,1,95,43
Markus Granlund,FA,C,34,3,1,4,-1,14,26,1,0,0,0,0,15,18
Josh Brown,FLA,D,56,3,5,8,1,39,48,1,0,0,0,0,77,53
Madison Bowey,DET,D,53,3,14,17,-16,34,70,0,0,1,0,0,53,58
Alec Martinez,VGK,D,51,3,13,16,-4,23,75,0,0,4,0,0,43,117
Markus Nutivaara,CLS,D,37,3,6,9,2,4,47,0,0,1,0,0,35,33
Joakim Nygard,EDM,LW,33,3,6,9,0,8,39,0,1,0,0,0,18,8
Jayce Hawryluk,OTT,C,26,3,7,10,1,16,26,0,0,0,0,0,65,9
Travis Boyd,WAS,C,24,3,7,10,9,2,26,0,0,1,0,0,14,9
Jamie Oleksiak,DAL,D,69,3,7,10,-6,41,76,1,0,0,0,0,153,59
Jake McCabe,BUF,D,66,3,10,13,-11,41,75,1,0,0,1,0,91,90
Cal Clutterbuck,NYI,RW,37,3,4,7,6,22,35,0,0,0,1,1,127,38
Duncan Keith,CHI,D,61,3,24,27,1,18,111,0,2,9,0,0,26,117
Mike Green,EDM,D,50,3,8,11,-34,32,76,1,1,3,0,0,61,66
Michal Kempny,WAS,D,58,3,15,18,19,22,73,0,0,0,0,0,42,72
Vladimir Tarasenko,STL,RW,10,3,7,10,-2,0,26,0,1,2,0,0,17,7
Brendan Leipsic,FA,LW,61,3,8,11,3,13,49,1,0,1,0,0,57,20
Morgan Geekie,CAR,C,2,3,1,4,3,2,4,0,0,0,0,0,1,4
Filip Chlapik,OTT,C,31,3,3,6,-7,10,27,1,0,0,0,0,71,11
Justin Schultz,PIT,D,46,3,9,12,-13,6,86,0,0,6,0,0,36,50
Morgan Rielly,TOR,D,47,3,24,27,6,24,123,2,0,7,0,0,38,67
Logan Shaw,WPG,RW,35,3,2,5,0,0,20,0,0,1,0,0,24,13
Robert Hagg,PHI,D,49,3,10,13,14,30,38,0,1,0,0,0,136,79
John Hayden,NJ,C,43,3,1,4,-2,77,39,1,0,0,0,0,87,27
Zac Rinaldo,CGY,C,19,3,2,5,-1,34,19,2,0,0,0,0,69,8
Jordan Oesterle,ARI,D,58,3,10,13,-9,14,69,0,0,2,0,0,48,88
Brent Seabrook,CHI,D,32,3,1,4,1,8,40,1,1,0,0,0,52,61
Andrew Cogliano,DAL,LW,68,3,11,14,2,30,68,0,0,0,0,0,86,31
Travis Hamonic,CGY,D,50,3,9,12,-3,27,83,0,0,0,0,0,39,110
Tom Kuhnhackl,NYI,RW,28,3,3,6,-4,2,28,1,0,0,0,1,31,22
Colin Blackwell,NSH,C,27,3,7,10,7,10,31,0,0,0,0,0,43,23
Drake Batherson,OTT,RW,23,3,7,10,-12,13,32,0,1,5,0,0,51,11
Noah Gregor,SJ,C,28,3,2,5,-5,8,33,0,1,1,0,0,50,6
Mitchell Stephens,TB,C,38,3,3,6,-9,10,43,0,0,0,0,0,36,9
Joel Kellman,SJ,C,31,3,4,7,-1,4,31,1,0,0,0,1,28,18
Matthew Highmore,CHI,C,36,2,4,6,-1,6,35,0,0,0,0,0,38,9
Ryan Murray,CLS,D,27,2,7,9,-9,4,32,0,0,2,0,0,12,50
Chad Ruhwedel,PIT,D,41,2,4,6,4,12,44,0,0,0,0,0,74,25
Jacob De La Rose,STL,C,50,2,7,9,2,10,46,0,0,0,0,0,120,16
Connor Clifton,BOS,D,31,2,0,2,4,12,20,0,0,0,0,0,90,33
Brayden McNabb,VGK,D,71,2,7,9,1,40,73,0,0,0,1,0,201,133
Jon Merrill,VGK,D,49,2,5,7,9,32,37,0,0,0,0,1,51,71
Justin Holl,TOR,D,68,2,16,18,13,43,89,0,0,0,0,0,89,83
Mikkel Boedker,OTT,LW,20,2,2,4,-1,0,29,0,0,0,1,0,12,5
Michael Del Zotto,ANH,D,49,2,13,15,5,14,57,0,0,1,0,0,101,55
Stefan Matteau,CLS,RW,9,2,1,3,0,5,18,0,0,0,0,0,27,10
Jordan Martinook,CAR,LW,45,2,11,13,-2,22,44,1,0,0,0,2,72,23
Scott Sabourin,OTT,RW,35,2,4,6,-6,33,29,0,0,0,0,0,74,13
Christoffer Ehn,DET,C,54,2,2,4,-21,2,36,0,0,0,0,0,59,18
Jakob Lilja,FA,LW,37,2,3,5,5,2,23,0,0,0,0,0,18,25
Radko Gudas,WAS,D,63,2,13,15,15,40,90,1,0,0,0,0,164,75
Luca Sbisa,WPG,D,44,2,8,10,1,37,49,0,0,0,0,0,91,71
Carl Gunnarsson,STL,D,36,2,5,7,8,16,31,0,0,0,0,1,27,51
Michael Stone,CGY,D,33,2,5,7,-5,16,57,0,0,0,0,0,52,54
Andrej Sekera,DAL,D,57,2,6,8,9,14,63,0,0,0,1,0,34,75
Jake Evans,MON,LW,13,2,1,3,1,0,14,0,0,0,0,0,16,5
Yakov Trenin,NSH,C,21,2,4,6,1,9,25,0,0,0,0,0,46,9
Jacob Larsson,ANH,D,60,2,9,11,-9,12,58,0,0,0,0,0,34,57
Logan O'Connor,COL,C,16,2,0,2,0,2,15,1,0,0,0,0,20,8
Mario Ferraro,SJ,D,61,2,9,11,-15,30,63,0,0,0,0,1,120,58
Mirco Mueller,NJ,D,50,2,5,7,-13,23,29,0,0,1,0,0,63,91
Stephen Johns,DAL,D,17,2,3,5,0,10,30,0,0,0,0,0,50,20
Taylor Fedun,DAL,D,27,2,7,9,3,8,40,0,0,0,0,0,16,19
Tyler Graovac,VAN,C,8,2,0,2,-2,2,5,0,2,0,0,0,6,3
Dmitry Kulikov,WPG,D,51,2,8,10,-4,32,54,1,0,0,0,0,104,77
Robert Bortuzzo,STL,D,42,2,4,6,12,21,36,1,0,0,0,0,66,43
Gerald Mayhew,MIN,C,13,2,0,2,4,2,16,0,0,0,0,0,11,6
Kieffer Bellows,NYI,LW,8,2,1,3,3,2,11,1,0,0,0,0,12,4
Morgan Frost,PHI,C,20,2,5,7,-3,4,31,0,0,0,1,0,4,4
Martin Kaut,COL,RW,9,2,1,3,-1,2,13,0,1,0,0,0,9,0
Taro Hirose,DET,LW,26,2,5,7,-12,6,21,0,0,5,0,0,13,16
Marc Staal,NYR,D,52,2,9,11,5,16,46,0,0,0,0,0,69,76
Johnny Boychuk,NYI,D,64,2,9,11,-11,14,96,0,1,0,0,0,135,128
Givani Smith,DET,LW,21,2,1,3,-2,9,22,0,0,0,0,0,42,3
Jansen Harkins,WPG,C,29,2,5,7,-2,5,29,0,0,0,0,0,8,10
John Moore,BOS,D,24,2,1,3,-2,11,33,0,0,0,0,0,36,27
Gabriel Bourque,WPG,LW,52,2,4,6,-1,7,33,0,0,0,0,0,125,40
Marcus Pettersson,PIT,D,69,2,20,22,9,35,79,0,0,2,0,0,106,84
Brett Ritchie,BOS,RW,27,2,4,6,-3,21,34,1,0,1,0,0,89,3
Dennis Cholowski,DET,D,36,2,6,8,-26,6,51,1,1,4,0,0,15,35
Radim Simek,SJ,D,48,2,7,9,-13,14,40,0,0,0,0,0,91,60
Chris Tanev,VAN,D,69,2,18,20,4,41,45,1,0,1,0,1,32,159
Andy Greene,NYI,D,63,2,12,14,1,16,60,0,0,1,0,2,30,155
Bryan Little,WPG,C,7,2,3,5,4,2,13,1,0,0,0,0,3,3
Hampus Lindholm,ANH,D,56,2,21,23,-10,34,109,1,1,7,0,2,34,71
Joseph Blandisi,MON,C,21,2,3,5,-3,10,12,1,0,0,0,0,26,9
Jonas Siegenthaler,WAS,D,64,2,7,9,11,43,49,1,0,0,0,0,51,105
Oliver Kylington,CGY,D,48,2,5,7,-6,16,37,0,0,0,0,0,36,34
Jonas Brodin,MIN,D,69,2,26,28,15,24,103,0,0,1,0,2,41,112
Adam Erne,DET,LW,56,2,3,5,-24,28,63,0,0,0,0,0,142,25
Jay Beagle,VAN,C,55,2,6,8,-9,38,49,1,0,0,1,1,69,42
Aleksi Saarela,FLA,C,9,2,2,4,2,0,15,0,0,1,0,0,1,3
Austin Czarnik,CGY,C,8,2,1,3,1,0,9,0,1,0,0,0,1,2
Daniel Sprong,WAS,RW,8,1,1,2,-2,0,17,0,1,0,0,0,4,3
Ryan Poehling,MON,C,27,1,1,2,-4,4,26,0,0,0,0,0,38,10
Ryan McDonagh,TB,D,50,1,11,12,7,19,50,0,0,0,0,1,36,101
David Backes,ANH,RW,22,1,5,6,-1,22,34,1,1,0,0,0,38,8
Andrew Agozzino,ANH,LW,22,1,2,3,3,4,10,0,0,0,0,0,25,7
Adam Larsson,EDM,D,49,1,5,6,0,35,61,0,0,0,0,0,112,82
Christian Folin,MON,D,16,1,1,2,-1,13,13,0,0,0,0,0,38,21
Gemel Smith,TB,C,3,1,0,1,0,4,1,0,0,0,0,0,1,2
Charles Hudon,MON,LW,15,1,1,2,-9,0,22,1,0,0,0,0,25,2
Matt Benning,EDM,D,43,1,7,8,8,15,38,0,0,0,0,0,78,34
Alan Quine,CGY,C,9,1,0,1,-1,4,12,0,0,0,0,0,6,2
Adam Pelech,NYI,D,38,1,8,9,4,20,49,0,0,0,0,2,81,83
Mikhail Vorobyov,PHI,C,20,1,2,3,-5,6,15,0,0,0,0,0,4,3
Cole Bardreau,NYI,LW,10,1,1,2,-2,6,10,1,0,0,0,0,21,1
Patrick Brown,VGK,C,1,1,0,1,0,0,2,0,0,0,0,0,6,0
Ron Hainsey,OTT,D,64,1,11,12,10,12,43,1,0,0,0,3,51,102
Zach Bogosian,TB,D,27,1,6,7,0,22,29,0,0,0,0,1,30,27
Martin Marincin,TOR,D,26,1,3,4,-1,14,28,1,0,0,0,0,22,43
Brenden Dillon,WAS,D,69,1,13,14,-2,104,58,0,0,0,0,1,194,74
Joel Kiviranta,DAL,RW,11,1,0,1,-1,4,13,0,0,0,0,0,17,3
Scott Wilson,BUF,LW,6,1,1,2,1,2,8,0,0,0,0,0,3,0
Buddy Robinson,CGY,RW,5,1,0,1,0,7,6,0,0,0,0,0,14,5
Cody Ceci,TOR,D,56,1,7,8,7,20,48,1,0,0,0,0,92,79
Vladislav Kamenev,COL,C,38,1,7,8,-2,8,32,1,0,2,0,0,34,16
Trevor van Riemsdyk,CAR,D,49,1,7,8,-7,10,58,0,0,0,0,0,21,37
Jordie Benn,VAN,D,44,1,6,7,-7,17,58,1,0,0,0,0,45,62
Micheal Haley,NYR,LW,22,1,0,1,-7,50,9,0,0,0,0,0,36,6
Deryk Engelland,VGK,D,49,1,5,6,6,37,59,1,0,0,0,1,114,86
Vitali Abramov,OTT,RW,2,1,0,1,0,2,3,0,0,0,0,0,0,0
Barrett Hayton,ARI,C,20,1,3,4,2,14,27,1,0,0,0,0,14,3
Matt Luff,LA,RW,18,1,4,5,-5,2,25,0,0,0,0,0,16,5
Niklas Hjalmarsson,ARI,D,27,1,4,5,-2,14,18,0,0,0,0,1,20,45
Dale Weise,MON,RW,23,1,4,5,1,16,15,0,0,0,0,0,70,10
Jarred Tinordi,NSH,D,28,1,4,5,-1,34,20,0,0,0,0,1,71,36
Sam Carrick,ANH,C,9,1,1,2,-3,0,16,0,0,0,1,0,13,8
Christian Djoos,ANH,D,11,1,2,3,3,0,13,0,0,1,0,0,2,12
Scott Harrington,CLS,D,39,1,7,8,-3,16,37,0,0,0,0,0,46,48
Brandon Manning,EDM,D,9,1,0,1,-1,17,8,0,0,0,0,0,10,6
